,Category,Headline,SubHeading,isResult,isMaybe
1708,GOLF,Golfstjerne beskylder PGA-top for skruppelløs enegang,"Den dobbelte The Open-vinder Ernie Els mener, at PGA Tourens top skal ud på grund af samarbejde med LIV Golf ",False,
1709,KORT SPORT ,Tidligere dansk verdensetter i karate indstiller karrieren ,Den 26-årige danske karateatlet Katrine Pedersen har valgt at stoppe karrieren. Det skriver Dansk Karate Forbund på sin hjemmeside søndag ,False,
1710,TENNIS,"Holger Rune skal spille storkamp, hvis han vil forbi verdens nr. 1","Efter at have løftet sit niveau kom Rune sikkert forbi rutineret bulgarer i 4. runde, men nu er kravet igen yderligere kvalitet imod verdens nummer 1, skriver Carsten Godtfredsen i denne analyse ",False,x
1711,BEIJING 2022 ,"Det minder om en film fra '93, når Jamaicas bob-hold hopper i slæden i højt humør",I januar kvalificerede det jamaicanske hold sig til OL i firemandsbob for første gang siden 1998,True,x
1712,Ishockey,Danmark kan ånde lettet op,Den tyske NHL-stjerne Leon Draisaitl kommer ikke til VM,False,
1713,Ishockey,På hospitalet efter voldsom tackling,"Frederikshavns finske profil blev sendt i bad, mens Esbjergs Valdemar Ahlberg blev kørt på hospitalet. Heldigvis er han okay",False,
1714,Boksning ,Mahfoud tror på overraskelsen i storkamp,"Sarah Mahfoud slås lørdag om fire VM-bælter i kamp, der bliver kaldt den største for en dansk bokser i årevis ",False,
1715,Fodbold ,Solbakken utilfreds med afgørende kendelse,Den norske landstræner Ståle Solbakken er en presse mand efter søndagens nederlag ,True,
1716,KORT SPORT ,Udesejr giver Team Esbjerg oprejsning efter sjælden nedtur ,Team Esbjerg er tilbage på ret kurs i kvindernes håndboldliga efter weekendens nedtur ,True,
1717,Volleyball ,EM-guldvindere: Det bliver ikke nemt mod Danmark,"Serbien er modstanderen for de danske volleyballherrer tirsdag aften, når det går løs i Aarhus i en playoff-kamp om en plads i kvartfinalerne ved EM",False,
1718,Golf ,Dansker laver historisk hole-in-one i stor turnering,Europa har vundet turneringen de seneste to år,False,x
1719,Atletik ,Dansk stjerne misser DM,"Ida Karstoft er blevet syg, og DM-publikummet må derfor se bort fra den formstærke hurtigløber i lørdagens konkurrence",False,
1720,CYKLING ,Supersprinter ringede til Mørkøv for at bede om hjælp: Nu skal de jagte historisk rekord sammen ,"Briten ringede til danskeren dagen efter, at han var udgået af Tour de France for at lokke Mørkøv til Astana ",False,
1721,CYKLING ,Hvad skal de andre dog gøre? Vingegaard og Jumbo-Visma med ny stor skalp ,På lørdagens bjergetape afviste Jumbo-Visma alle forsøg på at overtage en af deres tre podiepladser ,True,
1722,SPORT ,Landstræner tror på mere orienterings-guld ,"Den danske landstræner i orienteringsløb tror på, at Danmark kan slutte VM med en guldmedalje ",False,
1723,Sejlsport ,Anne-Marie Rindom er udtaget til OL i Tokyo,Det udsatte sommer-OL i Tokyo i 2021 bliver Anne-Marie Rindoms tredje sommer-OL i træk,False,x
1724,CONFERENCE LEAGUE ,FC Nordsjælland ydmyger de bulgarske mestre i Conference League ,De danske sølvvindere slog Ludogorets med hele 7-1 ,True,
1725,Curling ,Stort comeback sender curlingherrer til vinter-OL,"Danmark var bagud med 1-4 mod Tjekkiet, men vandt duellen med 8-5 og bookede en plads ved vinter-OL i Beijing ",True,
1726,Ishockey,NHL-dansker skal have ny træner - ville ikke vaccineres,"En assistenttræner får sparket i Columbus Blue Jackets, fordi han ikke vil lade sig vaccinere mod coronavirus",False,
1727,FODBOLD ,"To træffere af ""Taz"" ","Jacob ""Taz"" Sørensen åbnede og lukkede ballet, da Odd Grenland slog Sandejord 4-0 i den norske bundkamp. Også Allan Gaarde og Søren Berg scorede søndag ",True,
1728,TOUR DE FRANCE ,Vingegaards Tour-triumf i billeder: Se de 15 pletskud her ,"Se eller gense nogle af højdepunkterne fra Jonas Vingegaards titelforsvar i verdens hårdeste cykelløb, Tour de France ",True,
1729,Fodbold ,Schweiz afværger den værste sensation i stort drama,"Efter 88 minutter førte Belarus med 3-1 ude mod Schweiz, men det sluttede uafgjort i EM-kvalifikationskampen ",True,
1730,Fodbold ,United sikkert videre i Liga Cuppen,"Rasmus Højlund fik de sidste 20 minutter for Manchester United, som uden problemer slog Crystal Palace ",True,
1731,Ishockey VM,"Danmark tæt på at drille stormagt, der stak af til sidst",Danmark spillede lørdag en god kamp mod ishockeystormagten USA. ,True,
1732,Tennis ," Jeg er starstruck, indrømmer Rune","Holger Rune har tidligere fortalt, at Roger Federer er et stort idol ",False,
1733,Vinter-OL,Danmark overrasker stort - sikrer historisk sejr,De danske ishockeyherrer fik en fantastisk start på OL-turneringen med en 2-1-sejr over Tjekkiet,True,
1734,Golf ,"- Det har været to forfærdelige år, siger tårevædet dansker",Lucas Bjerregaard sikrede sin status som spiller på European Tour og havde svært ved at skjule sin lettelse,True,
1735,VM SEJLSPORT ,Så stort er VM i Aarhus ,"Når samtlige olympiske bådklasser mødes for at sejle VM, er det store mængder materiel, der følger med for at afvikle konkurrencerne ",False,
1736,Ishockey,Nederlag slår ingen skår i dansk VM-optimisme,"De danske ishockeykvinder ser stadig store muligheder ved VM, selv om premieren mod Sverige endte i nedtur",True,
1737,Sejlsport ,Rindom melder sig klar til at jagte nyt OL-guld,"Anne-Marie Rindom fortsætter karrieren frem til OL i 2024, meddeler Laser Radial-sejleren efter tænkepause",False,
1738,KORT SPORT ,Gyldne danskere vinder de nordiske mesterskaber i vægtløftning ,Danmark kan rejse hjem fra Finland med tre guldmedaljer i bagagen ,True,
1739,Krigen i Ukraine,Nægter at have Rusland og Hviderusland med til VM,Til maj er der A-VM i ishockey i Finland. De finske værter vil ikke have Rusland og Hviderusland med,False,
1740,Håndbold ,To gange talte landstræneren med store ord i kæmpesejr,Jesper Jensen forlangte højere effektivitet af sine spillere i storsejren mod Kosovo ,True,
1741,EM HÅNDBOLD ,"Landsholdet havde kniven for struben, men nu vil de spille med musklerne ","Mellemrunden ved håndbold-EM i Slovenien begynder torsdag, hvor Danmark møder Ungarn ",False,
1742,KORT SPORT ,Tyskland vil vise VAR-afgørelser på publikums telefoner ,Når fodboldkampe bliver afbrudt af VAR-tjek efterlader det ofte tilskuerne på stadion i uvished,False,
1743,SPORT ,Danske OL-forventninger neddrosles ,Efter den kiksede OL-kvalifikation for håndbold- og fodbolddamerne samt karrierestop fra Mie Bekker Lacota og Louise Ørnstedt sænkes de danske OL-forventninger ,True,x
1744,Fodbold ,Messi-comeback i endegyldig nedtur,"Messis comeback var noget nær det eneste, Inter Miami-fans kunne smile af lørdag efter afgørende nederlag ",True,
1745,Volleyball ,Ankerdal på NEWS: Volleyherrerne vil spille igen i morgen,"Volleyball klarer sig normalt ikke for godt i kampen om mediernes spalteplads. Men det danske herrelandshold har leveret langt over forventning ved det igangværende EM, og de flotte præstationer har i den grad rettet den danske opmærksomhed mod det kraftfulde spil",False,x
1746,Fodbold ,Hjulmand har debutant med fra start,Kasper Hjulmand foretager fire ændringer i forhold til kampen mod Kasakhstan ,False,
1747,EM HÅNDBOLD ,Efter tæsk til verdensmestrene har landsholdet ét for øje : 'Det er at stå øverst på skamlen' ,"Danmarks håndboldlandshold for kvinder har blikket stift rettet mod de opgaver, der venter efter sejren mod Norge ",True,
1748,CHAMPIONS LEAGUE ,"FC København imponerede, men kunne ikke holde stand mod mægtige Bayern München",Københavnerne tabte med 2-1 i Champions League-opgøret,True,
1749,Boksning ,Mexicansk bokser afløser dopingdømt Joshua-udfordrer,"Andy Ruiz Jr. bliver modstanderen, når Anthony Joshua i næste måned skal forsvare sine VM-bælter i sværvægt",False,
1750,Håndbold,GOG rejser sig i ligaen efter lussing mod Aalborg,"GOG vandt forholdsvis ubesværet mod Skanderborg AGF, mens BSH hev sejren hjem mod Ribe-Esbjerg",True,
1751,Ishockey VM,Store ændringer i Danmarks VM-forberedelser,Landstræner Heinz Ehlers har udtaget en række nye spillere til de kommende VM-testkampe mod Norge,False,
1752,Baseball ,Philadelphia Phillies tæt på sejr,"Natten til mandag dansk tid kom base-ball-holdet Philadelphia Phillies et stort skridt nærmere World Series-tit-len, da holdet i fjerde kamp i finale-serien slog Tampa Bay Rays 10-2 ",True,
1753,OL PARIS 2024 ,Vild verdensklasse: Her får du olympisk 'rekord-service' fra en super søndag i Tokyo ,"OL-atleterne forkælede os med en række stærke præstationer søndag. Her er et udsnit af de rekorder, der blev sat på den niende olympiske dag i Tokyo. ",True,
1754,KORT SPORT ,Sara Slott drømmer om en sidste finale ,"Den danske hækkeløber Sara Slott Petersen ved allerede nu, at hun løber sit sidste løb ved OL i Tokyo ",False,
1755,TOUR DE FRANCE ,Medtaget Fuglsang må trække sig fra Touren,Jakob Fuglsang er færdig i Tour de France. Dermed er fire ud af ti danskere ude af løbet ,True,
1756,Ishockey,Mestrene holder snor i tophold,"Aalborg Pirates åd sig ind på førstepladsen i Metal Ligaen, hvor det fortsat er helt tæt i toppen",True,
1757,GOLF,"Nedtur og 10 strafslag: Golfens velkendte vanvid blev dokumenteret i Paris, Hainan og Florida","Der er danskere med fremme på både European Tour og LPGA Tour, og så klarede begge Højgaard-tvillingerne cuttet ",True,
1758,Golf ,British Open varsler kæmpe tilskuerrekord,"Europas eneste golfmajor kommer i 2022 til at slå tilskuerrekord på legendarisk bane, oplyser arrangøren",False,
1759,OL PARIS 2024 ,Superstjerne klar til rekord-comeback med utrolig svært spring,"Simone Biles er tilbage på den store gymnastikscene, når hun i weekenden deltager ved VM",False,
1760,Golf ,Dansk golfduo skriver historie ved Solheim Cup,"Emily Pedersen og Nanna Koerstz Madsen kæmper for Europa ved Solheim Cup, hvor europæerne er forsvarende mestre",True,
1761,Fodbold ,Blatter ser opdelt VM i 2030 som hån mod VM-historien,Den skandaleombruste tidligere FIFA-præsident Sepp Blatter har ikke pæne ord at sige om VM i 2030 ,False,
1762,Atletik ,Favoritter for vild og skabte kaos: - Frygteligt trist,De førende løbere blev sendt ad den forkerte rute i maratonløbet i den svenske hovedstad,False,
1763,Håndbold ,Danske stjerner storspiller i kæmpe comeback,Hannover måtte rejse hjem fra Berlin uden point ,True,
1764,KORT SPORT ,Sen Silkeborg-udligning sikrer uafgjort i pokalsemifinale ,"Der er lagt op til et spændende returopgør, efter at Silkeborg tirsdag med en sen udligning på hjemmebane spillede 1-1 mod AaB i den første af to semifinaler i pokalturneringen ",True,
1765,SPORT ,Dansk roning står med 'seriøs udfordring': Otte ud af ni OL-deltagere er væk ,Mandefaldet efter OL har tvunget sportschefen for dansk roning til at reagere ,False,
1766,SPORT ,Dansk EM-sølv i beachvolley ,Brødrene Kazsas vandt sølv ved U/20-EM i beachvolleyball. Det er Danmarks første medalje ved et stort mesterskab ,True,
1767,SPORT ,Danmark vinder suverænt guld ved VM i orienteringsløb ,Danmarks kvartet vinder guld i sprintstafetten ved VM i orienteringsløb i Skotland efter suveræn indsats ,True,
1768,SPORT ,"Mens kollegerne tager på stripklub, kæmper Mark O. med at levere det nødvendige show ",Natten til søndag venter Mark O. Madsens største kamp i UFC-karrieren mod amerikanske Grant Dawson ,False,
1769,Tennis ,"Rune kan gnide sig i hænderne, når han ser Beckers resultater","Boris Becker nåede at træne Novak Djokovic i tre sæsoner, hvor serberen var noget nær umulig at slå ",False,
1770,Fodbold ,Thomas Frank vil lukke Højlund ned,Rasmus Højlund har allerede scoret tre mål i Champions League ,False,
1771,Tennis ,Rune får lovende lodtrækning i titelforsvar,Den 20-årige dansker har fået en overkommelig lodtrækning til Stockholm Open ,False,
1772,Ishockey,Japanske ishockeykvinder slukker dansk VM-drøm,"Japans 4-1-sejr over Ungarn afgør definitivt, at Danmark ikke kan gå videre ved A-VM i ishockey",True,
1773,FODBOLD,Dansk fodboldfan i San Marino: »Vi var utrolig chokerede«,"Selv om skuddrabet i Bruxelles kom som et chok for de danske fodboldfans, der befinder sig i San Marino, er danske Bjarne Bihl-Nielsen tryg ved situationen ",False,
1774,Ishockey,Rungsted stopper Hernings gode stime,"Efter fem sejre i træk tabte Herning Blue Fox til Rungsted Seier Capital, der har kæmpet med at finde formen",True,
1775,Fodbold ,"Hjulmand forklarer, hvorfor valget faldt på Bruun Larsen",Jacob Bruun Larsen har fået seks landskampe for det danske landshold ,False,
1776,VM HÅNDBOLD ,"Overrasket Møllgaard efter kæmpesejr: 'Havde forventet, at de var en lille smule dygtigere' ",Danmark vandt overbevisende med 39-19 mod DR Congo ved VM i Egypten ,True,
1777,TENNIS ,Clara Tauson overkommer vanskeligheder og spiller sig videre ved US Open ,Clara Tauson er videre i grand slam-turneringen US Open ,True,
1778,KORT SPORT ,Formel 1-kørere er forundrede over firdoblet bøde ,"Flere kørere fra Formel 1 er forundrede over, at Det Internationale Motorsportsforbund (FIA) har valgt at firdoble den bøde, kørerne kan blive pålagt ",False,
1779,BOKSNING ,Boksestjerne banker Sarah Mahfoud og tager hendes VM-bælte ,Sarah Mahfoud kunne ikke stille noget op mod boksestjernen Amanda Serrano i en VM-storkamp i fjervægt ,True,
1780,SPORT,Debutant forbløffer ved at overgå alle de danske koryfæer,To uger efter at være blevet professionel blev Rasmus Neergaard-Petersen bedst af 11 danskere ved BMW International Open ,True,
1781,Skisport ,Brødrene Bø retter ind efter kritik - misser konkurrencer,Hverken Johannes Bø eller storebror Tarjei Bø vil stille til start i den individuelle konkurrence og på stafetten i Østersund i den kommende weekend ,False,
1782,SPORT,Se slaget: Dansk golfspiller laver historisk hole-in-one,I golfdysten mellem Europa og USA markerede Emily Pedersen sig med en historisk hole-in-one ,False,
1783,Basketball ,Kun skader kan stoppe Bucks og Celtics,"I TV 2 SPORTs NBA-podcast kan du blive godt klædt på til den kommende NBA-sæson, når Peter Wang rangerer de 15 hold i ligaens Eastern Conference ",False,
1784,CYKLING,Hollænder vinder VM i cyklecross i Bogense,Mathieu van der Poel er ny verdensmester i cyklecross,True,
1785,Ishockey VM,Danmark taber knebent til Sverige i VM-test,Sveriges ishockeylandshold besejrede onsdag Danmark 4-2 i en af optaktskampene til VM,True,
1786,SPORT ,Christina Scherwin klar til finalen ,Christina Scherwin levede helt op til sit bedste i fredagens kvalifikation og er klar til VM-finalen i spydkast ,True,
1787,Fodbold ,Kritiserer VM-værtskab: - Næste gang spiller vi på Mount Everest,VM i 2030 bliver spillet på tre kontinenter ,False,
1788,Badminton ,"- Det er noget af det vildeste, der er set i løbet af turneringen","Anders Antonsen bidrog til en yderst mindeværdig duel, inden han røg ud af China Open i anden runde ",True,
1789,Ishockey,Odense slutter mareridtsstime mod Aalborg,Efter 17 nederlag i træk til Aalborg Pirates vandt Odense Bulldogs tirsdag over nordjyderne i Metal Ligaen,True,
1790,Ishockey VM,Canada er verdensmester,"De første 60 minutter af VM-finalen mellem Finland og Canada sluttede 2-2. Derfor skulle kampen afgøres i overtid, og her var canadierne skarpest",True,
1791,TENNIS,Tidligere verdensetter i tennis får fire års karantæne for doping,Tidligere verdensetter Simona Halep er kendt skyldig to overtrædelser af antidopingreglerne ,False,
1792,HERRELANDSHOLDET ,Saudi-Arabien eller asiatisk pakkeløsning? DBU-direktør jubler ikke over mulige VM-værter ,"DBU's direktør, Erik Brøgger, ser også mulige problemer med et samlet VM-bud fra Australien, Indonesien, Singapore og Malaysia ",False,
1793,KORT SPORT ,Se billederne: FCK og tusindvis af fans fejrer mesterskabet ,"Det gik ikke stille for sig, da FC København søndag vandt Superligaen for 14. gang i klubbens historie ",True,x
1794,Ishockey VM,Her er Danmarks trup til VM-test mod OL-guldvindere,"Finland kommer med 14 af spillerne fra det hold, der vandt OL, når holdet møder Danmark i to testkampe",False,
1795,Fodbold ,Stor skuffelse i Brøndby-lejren efter nederlag,Brøndby fik ikke point med fra søndagens derby mod FCK ,True,
1796,Skisport ,Norsk favorit vinder traditionsrig Firebakketurnering,Halvor Egner Granerud vinder tre ud af fire afdelinger og tager den samlede sejr i Firebakketurneringen ,True,
1797,KORT SPORT ,Brøndby vender skidt stime mod Lyngby ,Efter to nederlag i træk kom Brøndby søndag tilbage på vinderkurs i Superligaen med en 3-0-sejr hjemme over Lyngby ,True,
1798,Badminton ,Antonsen spiller sig videre ved Denmark Open,Den danske stjerne var ellers i store problemer i første sæt,True,
1799,Atletik ,Graversgaard misser akkurat EM-medalje trods dansk rekord,En hundrededel af et sekund skilte søndag Mette Graversgaard fra en medalje ved indendørs-EM i atletik,True,
1800,Ishockey,"- Det er godt gammeldags had, siger dansker før OL-skæbnekamp",Det danske ishockeylandshold kan skrive historie og for første gang spille sig til OL med en sejr søndag,False,x
1801,EM HÅNDBOLD ,Landsholdet kan komme tæt på EM-knockout med nederlag til Sverige: Se scenarierne her ,"Danmarks håndboldlandshold kan med en sejr mod Sverige spille sig godt videre til mellemrunden ved EM. Et nederlag kan omvendt betyde, at det bliver svært at nå semifinalen ",False,x
1802,SEJLSPORT ,Anført af OL-sejler har dansk båd taget føringen på tværs af Østersøen: 'Vi går helt klart efter at vinde' ,Den danske båd med blandt andre OL-sejleren Jonas Warrer ombord fører halvvejs gennem Nord Stream Race ,False,
1803,KORT SPORT ,Kasper Dolberg rejser hjem til nyfødte tvillinger ,Den danske landsholdsangriber Kasper Dolberg rejser forlader landsholdslejren og rejser hjem til Belgien ,False,
1804,VOLLEYBALL ,De danske volleylandshold rykker til Slagelse ,Antvorskovhallen skal fremover være hjemmebane for de danske volleyball-landshold ,False,
1805,Ishockey,Danmark storsejrer med tre mål på 72 gyldne sekunder,Danmark vandt med hele 11-2 over Sydkorea i den sidste testkamp forud for OL-kvalifikationen,True,
1806,KORT SPORT ,Tidligere FCM'er tror på Lyngby-sejr i aftenens superligakamp ,"I fjerde runde af superligaen gæster de midtjyske guldfavoritter Kongens Lyngby, når de i aften tørner sammen på Lyngby stadion ",False,
1807,Ishockey VM,Finland er i VM-finalen,Værtsnationen Finland er i finalen efter en sejr i en yderst underholdende kamp mod USA,True,
1808,ISHOCKEY ,"Olaf Eller spår varme ishockey-herrer succes ved VM, men: 'Der er ikke råd til fejl' ","DR Sportens ishockey-ekspert, Olaf Eller, tror på, at Danmark kan gentage bedriften fra OL ",False,
1809,ATLETIK ,Det danske hold til indendørs EM i atletik drømmer om finaler ,"Danmark sender seks atletikudøvere - tre sprintere, to mellemdistanceløbere og en hækkeløber - til indendørs EM i Glasgow ",False,
1810,ISHOCKEY,Danmark slap med en øretæve på fem mål,Canada scorede tre gange i de første 9 minutter og vandt VM-kampen i Kosice 5-0 ,True,
1811,Atletik ,Forsigtigt atletikhåb melder afbud til EM,"Baglåret driller Benjamin Lobo Vedel, som ikke tager nogen risiko og derfor har meldt afbud til indendørs-EM",False,
1812,Volleyball ,Dansk volleylandstræner går efter Final 4-plads,"Mikael Trolle ser gode muligheder for, at Danmark kan slutte blandt de to bedste i gruppen i European League",False,
1813,Badminton ,Antonsen var i tvivl til det sidste: - Jeg tog en lille chance,Herresinglespilleren trænede i København tirsdag morgen ,False,
1814,Ishockey,Herning ødelægger Aalborgs guldfest,"Under maksimalt pres vandt Herning den femte DM-finale, hvor Aalborg ellers kunne have sikret sig guld",True,
1815,Sejlsport ,Dansker indstiller 2020-sæson i sejlsportens Formel 1,Anden sæson af SailGP med det danske islæt Nicolai Sehested rykkes til 2021 på grund af coronapandemien,False,
1816,Fodbold,Medie: Verdensmester får karantæne i to år,Papu Gomez er ifølge spanske medier blevet testet positiv i en uanmeldt kontrol i sin tidligere klub ,False,
1817,TOKYO 2020 - HÅNDBOLD ,"Håndboldherrerne taber tæt, intens og nervepirrende OL-finale til Frankrig ",De forsvarende olympiske mestre fra Danmark rejser hjem fra Tokyo med en sølvmedalje efter et finalenederlag på 23-25 mod Frankrig ,True,
1818,SPORT,Sportschef: Der ligger en syg kultur bag relationen mellem træner og svømmer,"Den tidligere jægersoldat Lars Robl er klar med dansk svømnings nye strategi, der indtil videre er uden landstræner, og hvor det skal være slut med 'dem og os' ",False,
1819,SUPERLIGA ,FC København vandt dramatisk topopgør mod Brøndby: Se weekendens mål her ,Se alle mål fra alle weekendens Superligakampe her i artiklen ,True,
1820,Baseball ,Yankees vinder titel for 27. gang,"New York Yankees har vundet World Series i baseball for 27. gang. Det skete, da klubben natten til torsdag dansk tid besejrede Philadelphia Phillies 7-3 i den sjette af syv mulige finalekampe ",True,
1821,Ishockey VM,X-faktor bliver afgørende for dansk drømmestart ved VM,To danske NHL-profilers tilstedeværelse får stor betydning for en god dansk start ved VM i ishockey. Det mener en rutineret landsholdsjubilar,False,x
1822,ISHOCKEY,Fremragende: Danmark udraderede Storbritannien og slog egen målrekord,Det danske landshold sikrede reelt overlevelse i A-gruppen ved at tage den største sejr nogensinde på øverste niveau,True,
1823,Curling ,Canadiske kvinder fejer al modstand til side i VM-sejr,De canadiske curlingkvinder vandt VM i Kina efter en sikker finalesejr over Rusland ,True,
1824,Vinter-OL,Finske medier i ekstase ? folk fejrer historisk guld på gaden,"Triumfen i herrernes hockeyturnering ""udødeliggør"" 20. februar, mener et finsk medie",False,
1825,Ishockey,"Hænderne kørte rundt i ansigtet, mens datteren forsvarede sit mål","Det var ikke alt, der virkede ved den danske VM-premiere på egen is, men landsholdet stod tilbage med en oplevelse ud over det forventede",False,
1826,SPORT,"Jeff Winther vinder og fuldender den farverige historie om vild knægt, der blev en glad dreng","Familien så på fra første række, da Jeff Winther blev den 14. danske vinder på European Tour ",True,
1827,KORT SPORT ,Udgået Tour-stjerne kan være tilbage på cyklen om nogle uger ,"Et brækket kraveben, et Tour-exit og et forpint ansigt på asfalten i Frankrig ",False,x
1828,Fodbold ,FC Nordsjælland afværger chok-exit,Kampen stod 2-2 efter 90 minutter,True,
1829,Badminton ,Astrup og Skaarup skriver sig i historiebøgerne,For første gang siden 1985 vinder en dansk herredouble i Hongkong ,True,
1830,Basketball ,Warriors med historisk quarter,Golden State Warriors sikrede sig med en sejr i sidste grundspilskamp en plads i NBA's slutspil ,True,
1831,Atletik ,Smadrer dansk rekord igen - klar til VM,"Hurtigløberen Ida Karstoft bookede torsdag aften en billet til VM, da hun løb 200 meter på 22,76 sekunder",True,
1832,Håndbold,Ungarsk overmagt slukker Odenses CL-drømme med storsejr,"Györ var i storform, da holdet hjemme tævede Odense Håndbold og bookede billet til Champions Leagues Final 4",True,
1833,SPORT ,Guld som taget ud af en Hollywood-film ,"Det var en guldmedalje som taget ud af en Hollywood-film, som den amerikanske firemandsbobslæde vandt ",True,
1834,ISHOCKEY ,"'Det er, hvad det er': Verdensmestre leverer magtdemonstration i dansk VM-punktum ",Danmarks ishockeyherrer fik ørerne i maskinen i den sidste gruppekamp ved VM ,True,
1835,Fodbold ,Sendt i græsset af Schmeichels saksespark: - Han fik jo et flip,"Mads Hermansen har det godt på landsholdet, selvom der til tider kan være en hård tone ",False,
1836,Volleyball ,Volleyballherrer ikke med til OL,"Danmarks volleyballherrer kommer ikke med til næste års OL i Beijing. Det står fast, efter holdet torsdag aften tabte til viceverdensmestrene fra Polen i OL-kvalifikationen",True,
1837,Håndbold ,GOG leverer blamage mod bundhold,"GOG leverede en ny skuffelse i Herre Håndbold Ligaen, da mesterholdet tabte ude til bundholdet Nordsjælland ",True,
1838,Fodbold ,Landsholdets vilde stime fortsætter,Siden EM i 2021 har det danske herrelandshold udelukkende spillet udsolgte kampe i Parken ,True,
1839,Fodbold ,"- Det er skuffende, siger Hvidovre-profil",Vejle vandt den direkte duel om sidstepladsen i Superligaen mod Hvidovre ,True,
1840,Fodbold ,Bayern-stjerne brød ud i latter - kunne ikke tage spørgsmål seriøst,Et forkert oversat spørgsmål kom bag på Joshua Kimmich,False,
1841,Fodbold ,Albaner gør det igen - scorer endnu en drømmescoring,Albanien har lagt sig tungt på førstepladsen i gruppe E i EM-kvalifikationen ,True,
1842,SVØMNING ,Danske svømmere høster VM-pladser ved Danish Open ,Svømmeren Alexander Aslak Nørgaard satte dansk rekord i 1500 meter fri ved Danish Open og klarede VM-krav ,True,
1843,WIMBLEDON ,'Det er tennis af en anden verden': Se de bedste dueller fra Wimbledon-dramaet her ,Novak Djokovic og Carlos Alcaraz overdyngede seerne med tennis fra øverste hylde. Se de vildeste dueller her ,False,x
1844,Fodbold ,FCK slår Viborg efter vanvittigt mål,Forsvarsspilleren Denis Vavro scorede endnu en drømmekasse i FCK's sikre sejr over Viborg,True,
1845,SVØMNING,"18 kilo tungere svømmer har besluttet, at OL-floppet skal revancheres","Alexander Aslak Nørgaard vejede 18 kilo mere end i Tokyo, da han vendte tilbage til svømmebassinet ",False,
1846,SPORT ,Udfordringen: Durmisi og David dyster med søm og træstubbe ,"Riza Durmisi kommer på udebane i den dyst, som David fra Aalborg har udfordret Brøndbyspilleren i. Se hvordan dysten går her ",False,
1847,SPORT ,VIDEO: 49'eren håber på en medalje ,"Peter Lang og Allan Nørregaard skal i dag sejle medal race i 49'er. De to danskere ligger til at vinde bronze, men der bliver hård kamp om at bevare den placering ",False,
1848,Ridning ,Laudrup-Dufour tager dressursølv i World Cup-finale,Cahtrine Laudrup-Dufour tog sølv og vandt den første danske medalje ved World Cup-finalen i dressur i 11 år ,True,
1849,KORT SPORT ,England mindes israelske og palæstinensiske ofre på Wembley ,"Når England og Australiens fodboldlandshold mødes i en testkamp fredag aften, vil spillerne bære sørgebind. Kampen på Wembley vil også blive indledt med stilhed ",False,
1850,KORT SPORT ,Blandt verdens bedste: Dansker har kurs mod stort golfresultat ved British Open ,Den danske golfspiller Nanna Koerstz Madsen spiller i disse dage den prestigefyldte golfmajor British Open sammen med verdens bedste kvindelige golfspillere ,False,
1851,Golf ,Dansker vinder sæsonfinalen på Challenge Tour,Marcus Helligkilde vandt søndag sæsonfinalen og dermed også den samlede Challenge Tour i 2021,True,
1852,Fodbold ,Danmark får drømmestart efter overraskende sejr,Danmark fik revanche fra 0-4-nederlaget til Tyskland ved EM sidste år ,True,
1853,Curling ,Curlingkvinder klarer skærene,"Danmarks curlingkvinder tabte deres sidste kamp i indledende runde, men overlevede i det bedste selskab ",True,
1854,Ridning ,Prinsesse Nathalie: Fjerdeplads er fin nok,Prinsesse Nathalie Zu Sayn-Wittgenstein ville gerne have vundet en dansk medalje ved dressur-EM i Herning ,True,
1855,KVINDELANDSHOLDET ,Danmarks nye landstræner med to ændringer i sin første landsholdstrup ,Andrée Jeglertz har mandag udtaget sin første trup som landstræner for Danmark ,False,
1856,SPORT ,Fem år efter et spil dart på værtshuset skal Andreas dyste mod verdenseliten ,"Tre danskere er med, når flere af sportens store stjerner dyster ved Nordic Dart Masters i København ",False,
1857,Golf ,Store stjerner udelukkes fra årets Ryder Cup,Fire golfspillere inklusive Sergio Garcia har opsagt deres Tour-medlemskaber og kan ikke deltage i Ryder Cup,False,
1858,Golf ,Ung dansker tager stor golftriumf,"20-årige Nicolai Højgaard vandt sin første European Tour-titel en uge efter, at hans tvillingbror sejrede",True,
1859,OL,"Dufours kærlighed til dressuren startede, da hun som femårig faldt af hesten","I løbet af ugen vil Mia Blichfeldt, Emilie Beckmann, Anne Mette Hansen og Casper 'cadiaN' Møller også overtage TV 2 SPORTs Instagram ",False,
1860,Ishockey VM,Utilfreds Ehlers savner målfarlighed på sit VM-hold,"Ud over Nicklas Jensen og førstekæden er der ingen, der laver mål på det danske ishockeylandshold",False,
1861,BASKETBALL ,"Den amerikanske drøm er slut for nu, men dansk basketstjerne har fået smag på mere ","Gabriel 'Iffe' Lundberg får ikke flere minutter på banen i NBA. Phoenix Suns satser på andre basketspillere, men danskeren giver ikke op ",False,
1862,SPORT ,Speedway: Dansker misser kvalifikation til næste års VM ,Kenneth Bjerre var kun en omkørsel fra at køre sin ind i VM-serien i speedway næste år ,True,
1863,KORT SPORT ,Holger Rune træner med tennislegenden Boris Becker ,Den seneste uge har Holger Rune suget tips og tricks til sig fra tennislegenden Boris Becker ,False,
